,Title,Year,Genres,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score
1148,The Prince of Egypt ,1998,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,English,USA,PG,99,1.85,70000000.0,101217900.0,Brenda Chapman,Martin Short,Aria Noelle Curzon,Eden Riegel,59,770,263,145.0,1195,0,2,91093,353,120.0,7.0
1149,The Red Violin ,1998,Drama|Music|Mystery|Romance,French,Canada,R,130,1.85,10000000.0,9473382.0,François Girard,Johannes Silberschneider,Clotilde Mollet,Carlo Cecchi,63,24,3,2.0,29,0,3,26832,247,94.0,7.7
1150,The Replacement Killers ,1998,Action|Crime|Thriller,English,USA,R,96,2.35,30000000.0,18967571.0,Antoine Fuqua,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,845,978,968,488.0,3072,629,2,23345,167,105.0,6.1
1151,The Rugrats Movie ,1998,Adventure|Animation|Comedy|Drama|Family|Musical,English,USA,G,83,1.85,24000000.0,100491683.0,Igor Kovalyov,Elizabeth Daily,Cree Summer,Christine Cavanaugh,5,971,503,368.0,3438,418,0,14005,67,45.0,5.9
1152,The Siege ,1998,Action|Thriller,English,USA,R,116,2.35,70000000.0,40932372.0,Edward Zwick,Denzel Washington,Bruce Willis,Mark Valley,380,18000,13000,774.0,32563,0,0,58023,281,120.0,6.3
1153,The Thin Red Line ,1998,Drama|War,English,USA,R,215,2.35,52000000.0,36385763.0,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,0,648,568,463.0,1937,0,0,138941,1448,156.0,7.6
1154,The Truman Show ,1998,Comedy|Drama|Sci-Fi,English,USA,PG,103,1.85,60000000.0,125603360.0,Peter Weir,Natascha McElhone,Noah Emmerich,Peter Krause,608,2000,617,576.0,3698,18000,1,667983,877,213.0,8.1
1155,The Velocity of Gary ,1998,Comedy|Drama|Romance,English,USA,R,100,2.35,4000000.0,,Dan Ireland,Salma Hayek,Danny Arroyo,Olivia d'Abo,137,4000,575,476.0,5796,98,0,1555,40,19.0,5.0
1156,The Waterboy ,1998,Comedy|Sport,English,USA,PG-13,90,1.85,20000000.0,161487252.0,Frank Coraci,Adam Sandler,Clint Howard,Peter Dante,153,11000,1000,427.0,13823,0,0,119450,300,108.0,6.1
1157,The X Files ,1998,Drama|Mystery|Sci-Fi|Thriller,English,USA,PG-13,121,2.35,66000000.0,83892374.0,Rob Bowman,Martin Landau,Mitch Pileggi,Jeffrey DeMunn,38,940,826,745.0,4230,0,0,85720,297,142.0,7.0
1158,There's Something About Mary ,1998,Comedy|Romance,English,USA,R,107,1.85,23000000.0,176483808.0,Bobby Farrelly,Sarah Silverman,Lin Shaye,Richard Tyson,101,931,852,743.0,4664,0,1,247289,611,171.0,7.1
1159,Urban Legend ,1998,Horror|Mystery|Thriller,English,USA,R,99,2.35,14000000.0,38048637.0,Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,9,975,912,648.0,3500,0,4,47814,426,101.0,5.5
1160,Vampires ,1998,Action|Horror|Thriller,English,USA,R,104,2.35,20000000.0,20241395.0,John Carpenter,Sheryl Lee,Cary-Hiroyuki Tagawa,Maximilian Schell,0,2000,1000,877.0,5123,0,0,42664,403,114.0,6.1
1161,Velvet Goldmine ,1998,Drama|Music,English,UK,R,124,1.85,,1043487.0,Todd Haynes,Christian Bale,Eddie Izzard,Janet McTeer,162,23000,776,277.0,24102,0,3,27766,314,103.0,7.0
1162,Very Bad Things ,1998,Comedy|Crime|Thriller,English,USA,R,100,1.85,10000000.0,9801782.0,Peter Berg,Jon Favreau,Daniel Stern,Jeanne Tripplehorn,532,4000,796,711.0,6046,0,0,39331,481,100.0,6.3
1163,Waking Ned Devine ,1998,Comedy,English,UK,PG,91,2.35,3000000.0,24788807.0,Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,52,773,588,482.0,1965,0,0,21245,213,94.0,7.4
1164,What Dreams May Come ,1998,Drama|Fantasy|Romance,English,USA,PG-13,113,2.35,85000000.0,55350897.0,Vincent Ward,Robin Williams,Annabella Sciorra,Rosalind Chao,25,49000,448,129.0,49631,32000,1,83560,619,121.0,7.0
1165,Wild Things ,1998,Crime|Drama|Mystery|Thriller,English,USA,R,115,2.35,20000000.0,29753944.0,John McNaughton,Bill Murray,Robert Wagner,Jeff Perry,39,13000,481,254.0,14275,0,3,90677,389,69.0,6.5
1166,Without Limits ,1998,Biography|Drama|Sport,English,USA,PG-13,117,2.35,25000000.0,777423.0,Robert Towne,Billy Burke,Monica Potter,Billy Crudup,162,2000,878,745.0,4351,942,0,5841,57,28.0,7.2
1167,Woo ,1998,Comedy|Romance,English,USA,R,84,,13000000.0,8026971.0,Daisy von Scherler Mayer,LL Cool J,Jada Pinkett Smith,Dave Chappelle,18,1000,851,744.0,3352,204,0,1520,20,23.0,3.8
1168,You've Got Mail ,1998,Comedy|Drama|Romance,English,USA,PG,119,1.85,65000000.0,115731542.0,Nora Ephron,Tom Hanks,Jean Stapleton,Dave Chappelle,0,15000,793,744.0,17768,0,2,151812,556,153.0,6.5
1169,Zero Effect ,1998,Comedy|Crime|Drama|Mystery|Thriller,English,USA,R,116,1.85,5000000.0,1980338.0,Jake Kasdan,Kim Dickens,Ryan O'Neal,Angela Featherstone,52,624,385,102.0,1209,507,2,12366,151,81.0,7.0
1170,10 Things I Hate About You ,1999,Comedy|Drama|Romance,English,USA,PG-13,97,1.85,16000000.0,38176108.0,Gil Junger,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,19,23000,13000,835.0,37907,10000,6,222099,549,133.0,7.2
1171,200 Cigarettes ,1999,Comedy|Drama|Romance,English,USA,R,101,1.85,6000000.0,6851636.0,Risa Bramon Garcia,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,112,1000,744,612.0,2697,0,5,13010,182,67.0,5.9
1172,8MM ,1999,Mystery|Thriller,English,Germany,R,123,2.35,40000000.0,36283504.0,Joel Schumacher,Nicolas Cage,Chris Bauer,Anthony Heald,541,12000,638,173.0,12970,0,1,104564,587,138.0,6.5
1173,A Dog of Flanders ,1999,Drama|Family,English,USA,PG,100,1.85,7000000.0,2148212.0,Kevin Brodie,Bruce McGill,Cheryl Ladd,Jack Warden,0,655,476,359.0,1906,157,0,781,20,25.0,6.3
1174,A Room for Romeo Brass ,1999,Comedy|Drama,English,UK,R,90,1.85,,18434.0,Shane Meadows,Bob Hoskins,Paddy Considine,Shane Meadows,222,5000,680,222.0,6111,484,2,4471,47,29.0,7.7
1175,A Walk on the Moon ,1999,Drama,English,USA,R,107,1.85,14000000.0,4741987.0,Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,956,10000,233,113.0,10368,860,1,6782,114,47.0,6.6
1176,Aimee & Jaguar ,1999,Biography|Drama|Romance|War,German,Germany,,125,1.85,15000000.0,927107.0,Max Färberböck,Heike Makatsch,Johanna Wokalek,Maria Schrader,4,177,66,36.0,333,687,1,5153,51,63.0,7.3
1177,American Beauty ,1999,Drama,English,USA,R,122,2.35,15000000.0,130058047.0,Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,0,18000,828,158.0,19078,22000,0,822500,2715,176.0,8.4
1178,American Pie ,1999,Comedy,English,USA,R,95,1.85,11000000.0,101736215.0,Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,80,3000,1000,1000.0,8134,0,6,315549,789,145.0,7.0
1179,An Ideal Husband ,1999,Comedy|Romance,English,UK,PG-13,97,1.85,14000000.0,18535191.0,Oliver Parker,Minnie Driver,Rupert Everett,Jeremy Northam,32,893,692,327.0,2640,646,3,12980,132,105.0,6.9
1180,Analyze This ,1999,Comedy|Crime,English,USA,R,103,1.85,30000000.0,106694016.0,Harold Ramis,Robert De Niro,Chazz Palminteri,Molly Shannon,11000,22000,979,636.0,24333,0,2,123940,337,145.0,6.7
1181,Angela's Ashes ,1999,Drama,English,USA,R,145,1.85,25000000.0,13038660.0,Alan Parker,Emily Watson,Devon Murray,Pauline McLynn,317,876,219,70.0,1282,0,1,16995,163,99.0,7.3
1182,Anna and the King ,1999,Drama|History|Romance,English,USA,PG-13,148,2.35,75000000.0,39251128.0,Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,72,582,103,99.0,804,0,2,31080,217,91.0,6.7
1183,Any Given Sunday ,1999,Drama|Sport,English,USA,R,156,2.35,55000000.0,75530832.0,Oliver Stone,Al Pacino,Dennis Quaid,LL Cool J,0,14000,2000,1000.0,20761,0,5,97047,452,171.0,6.8
1184,Anywhere But Here ,1999,Comedy|Drama,English,USA,PG-13,114,2.35,23000000.0,18653615.0,Wayne Wang,Natalie Portman,Eva Amurri Martino,Shawn Hatosy,61,20000,797,407.0,22040,638,2,14786,103,36.0,6.1
1185,Arlington Road ,1999,Crime|Drama|Thriller,English,USA,R,117,2.35,21500000.0,24362501.0,Mark Pellington,Jeff Bridges,Spencer Treat Clark,Hope Davis,89,12000,541,442.0,13576,0,1,69980,591,155.0,7.2
1186,At First Sight ,1999,Drama|Romance,English,USA,PG-13,128,1.85,60000000.0,22326247.0,Irwin Winkler,Mira Sorvino,Nathan Lane,Steven Weber,34,978,886,685.0,3821,0,1,11232,106,55.0,5.9
1187,Austin Powers: The Spy Who Shagged Me ,1999,Action|Adventure|Comedy|Crime,English,USA,PG-13,95,2.35,33000000.0,205399422.0,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,116,45000,645,481.0,47203,0,1,181225,784,199.0,6.6
1188,Baby Geniuses ,1999,Comedy|Crime|Family|Sci-Fi,English,USA,PG,97,1.85,18000000.0,27141959.0,Bob Clark,Kathleen Turner,Dom DeLuise,Ruby Dee,84,899,842,782.0,2936,0,2,19547,168,45.0,2.5
1189,Bats ,1999,Horror|Sci-Fi|Thriller,English,USA,PG-13,91,2.35,6500000.0,10149779.0,Louis Morneau,Leon,Bob Gunton,Ned Bellamy,38,730,461,91.0,1405,342,0,8294,160,97.0,3.6
1190,Being John Malkovich ,1999,Comedy|Drama|Fantasy,English,USA,R,112,1.85,13000000.0,22858926.0,Spike Jonze,Willie Garson,Orson Bean,Mary Kay Place,0,512,216,213.0,1171,0,2,254404,840,242.0,7.8
1191,Beyond the Mat ,1999,Biography|Documentary|Sport,English,USA,R,108,1.85,500000.0,2047570.0,Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley,6,54,44,43.0,194,491,3,6790,80,70.0,7.6
1192,Bicentennial Man ,1999,Comedy|Drama|Sci-Fi,English,USA,PG,132,1.85,100000000.0,58220776.0,Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins,0,49000,1000,957.0,55254,0,0,87785,362,93.0,6.8
1193,Big Daddy ,1999,Comedy|Drama,English,USA,PG-13,93,1.85,34200000.0,163479795.0,Dennis Dugan,Steve Buscemi,Adam Sandler,Joey Lauren Adams,221,12000,11000,781.0,26760,0,0,161858,289,112.0,6.4
1194,Blast from the Past ,1999,Comedy|Drama|Romance|Sci-Fi,English,USA,PG-13,112,2.35,35000000.0,26494611.0,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,37,3000,874,480.0,5709,0,0,48621,239,95.0,6.6
1195,Blue Streak ,1999,Action|Comedy|Crime|Thriller,English,USA,PG-13,93,1.85,65000000.0,68208190.0,Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones,10,789,744,405.0,2986,0,1,60572,144,40.0,6.3
1196,Bowfinger ,1999,Comedy,English,USA,PG-13,85,1.37,55000000.0,66365290.0,Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,0,21000,860,490.0,22458,0,2,56874,358,140.0,6.4
1197,Boys Don't Cry ,1999,Biography|Crime|Drama|Romance,English,USA,R,118,1.85,2000000.0,11533945.0,Kimberly Peirce,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,108,173,148,103.0,563,0,0,77551,434,123.0,7.6
1198,Breakfast of Champions ,1999,Comedy,English,USA,R,110,1.85,12000000.0,175370.0,Alan Rudolph,Bruce Willis,Albert Finney,Omar Epps,18,13000,883,865.0,17417,458,1,6884,133,42.0,4.6
1199,Bringing Out the Dead ,1999,Drama|Thriller,English,USA,R,121,2.35,55000000.0,16640210.0,Martin Scorsese,Nicolas Cage,Marc Anthony,Sonja Sohn,17000,12000,368,245.0,13040,0,0,53028,382,163.0,6.8
1200,Brokedown Palace ,1999,Drama|Mystery|Thriller,English,USA,PG-13,100,2.35,25000000.0,10114315.0,Jonathan Kaplan,John Doe,Tom Amandes,Daniel Lapaine,57,181,151,92.0,582,0,0,18693,187,70.0,6.4
1201,But I'm a Cheerleader ,1999,Comedy|Drama,English,USA,R,85,1.85,1200000.0,2199853.0,Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian,91,1000,1000,849.0,4289,0,1,19986,186,99.0,6.6
1202,Chill Factor ,1999,Action|Adventure|Comedy|Drama|Thriller,English,USA,R,102,2.35,34000000.0,11227940.0,Hugh Johnson,David Paymer,Kevin J. O'Connor,Hudson Leick,3,372,248,239.0,1274,120,0,8367,94,68.0,5.2
1203,Cradle Will Rock ,1999,Drama,English,USA,R,132,2.35,32000000.0,2899970.0,Tim Robbins,Bill Murray,Vanessa Redgrave,Emily Watson,0,13000,898,876.0,16878,625,2,8039,161,70.0,6.9
1204,Crazy in Alabama ,1999,Comedy|Crime|Drama,English,USA,PG-13,111,2.35,15000000.0,1954202.0,Antonio Banderas,Meat Loaf,Elizabeth Perkins,Noah Emmerich,0,783,664,617.0,4834,391,0,5917,71,28.0,6.3
1205,Cruel Intentions ,1999,Drama|Romance,English,USA,R,97,1.85,10500000.0,38201895.0,Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,16,4000,656,637.0,6223,0,3,149222,749,101.0,6.9
1206,Deep Blue Sea ,1999,Action|Sci-Fi|Thriller,English,USA,R,105,2.35,60000000.0,73648142.0,Renny Harlin,LL Cool J,Michael Rapaport,Saffron Burrows,212,1000,975,811.0,3697,0,1,99043,643,199.0,5.8
1207,Deterrence ,1999,Drama|Thriller,English,France,R,104,1.85,800000.0,144583.0,Rod Lurie,Kevin Pollak,Kathryn Morris,Timothy Hutton,37,574,573,501.0,1983,130,0,2256,79,29.0,6.5
1208,Detroit Rock City ,1999,Comedy|Music,English,USA,R,95,2.35,15000000.0,4193025.0,Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,89,1000,852,322.0,2518,0,0,30682,194,42.0,6.8
1209,Deuce Bigalow: Male Gigolo ,1999,Comedy|Romance,English,USA,R,88,1.85,17000000.0,65535067.0,Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,31,1000,489,489.0,2604,0,1,59380,202,91.0,5.7
1210,Dick ,1999,Comedy,English,France,PG-13,94,1.85,13000000.0,6241697.0,Andrew Fleming,Ryan Reynolds,Will Ferrell,Kirsten Dunst,26,16000,8000,4000.0,31005,0,2,16059,210,81.0,6.1
1211,Dogma ,1999,Adventure|Comedy|Drama|Fantasy,English,USA,R,130,2.35,10000000.0,30651422.0,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,0,13000,1000,769.0,16693,10000,8,181737,1015,206.0,7.4
1212,Double Jeopardy ,1999,Crime|Mystery|Thriller,English,USA,R,105,2.35,70000000.0,116735231.0,Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,78,984,489,298.0,2129,0,0,56646,336,129.0,6.4
1213,Doug's 1st Movie ,1999,Animation|Comedy|Family,English,USA,G,77,1.33,5000000.0,19421271.0,Maurice Joyce,Frank Welker,Constance Shulman,Alice Playten,0,2000,804,73.0,2908,122,1,2448,18,28.0,5.0
1214,Dreaming of Joseph Lees ,1999,Drama|Romance,English,USA,R,92,,2000000.0,7680.0,Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,4,631,443,405.0,2020,100,0,704,18,16.0,6.4
1215,Drive Me Crazy ,1999,Comedy|Drama|Romance,English,USA,PG-13,91,1.85,8000000.0,17843379.0,John Schultz,Stephen Collins,Mark Webber,Keri Lynn Pratt,13,452,442,292.0,1760,0,2,14904,147,59.0,5.7
1216,Drop Dead Gorgeous ,1999,Comedy|Romance|Thriller,English,Germany,PG-13,97,1.85,10000000.0,10561238.0,Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Ellen Barkin,31,4000,980,551.0,6388,0,0,27265,321,77.0,6.5
1217,Dudley Do-Right ,1999,Comedy|Family|Romance,English,USA,PG,77,2.35,22000000.0,9694105.0,Hugh Wilson,Brendan Fraser,Alex Rocco,Eric Idle,37,3000,968,795.0,5568,272,0,8176,77,41.0,3.8
1218,East Is East ,1999,Comedy|Drama,English,UK,R,96,1.85,1900000.0,4170647.0,Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,70,883,183,163.0,1616,1000,0,14548,161,82.0,6.9
1219,Edtv ,1999,Comedy|Drama,English,USA,PG-13,122,1.85,55000000.0,22362500.0,Ron Howard,Matthew McConaughey,Adam Goldberg,Clint Howard,2000,11000,1000,1000.0,15275,641,0,35599,195,115.0,6.1
1220,Election ,1999,Comedy|Drama,English,USA,R,103,2.35,8000000.0,14879556.0,Alexander Payne,Matthew Broderick,Chris Klein,Molly Hagan,729,2000,841,133.0,3516,0,0,73640,441,175.0,7.3
1221,End of Days ,1999,Action|Fantasy|Horror|Mystery,English,USA,R,121,2.35,83000000.0,66862068.0,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,0,1000,1000,595.0,3903,2000,0,89509,524,174.0,5.7
1222,Entrapment ,1999,Action|Crime|Romance|Thriller,English,USA,PG-13,113,2.35,66000000.0,87704396.0,Jon Amiel,Will Patton,Kevin McNally,Maury Chaykin,36,537,427,232.0,1302,0,1,88132,274,138.0,6.2
1223,eXistenZ ,1999,Horror|Sci-Fi|Thriller,English,Canada,R,115,1.85,31000000.0,2840417.0,David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,0,1000,900,716.0,2990,6000,0,77493,527,196.0,6.8
1224,Eye of the Beholder ,1999,Drama|Mystery|Thriller,English,Canada,R,109,2.35,15000000.0,16459004.0,Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold,11,471,308,159.0,1069,327,1,13320,415,88.0,4.9
1225,Eyes Wide Shut ,1999,Drama|Mystery|Thriller,English,UK,R,159,1.66,65000000.0,55637680.0,Stanley Kubrick,Tom Cruise,Vinessa Shaw,Sydney Pollack,0,10000,580,521.0,11424,10000,1,227071,1500,280.0,7.3
1226,Fantasia 2000 ,1999,Animation|Family|Fantasy|Music,English,USA,G,74,1.78,80000000.0,60507228.0,James Algar,Quincy Jones,Penn Jillette,Russi Taylor,11,340,243,62.0,814,607,0,27543,186,129.0,7.3
1227,Felicia's Journey ,1999,Drama|Thriller,English,Canada,PG-13,116,2.35,,819852.0,Atom Egoyan,Bob Hoskins,Elaine Cassidy,Gerard McSorley,460,5000,203,71.0,5426,284,0,6690,83,95.0,7.0
1228,Fight Club ,1999,Drama,English,USA,R,151,2.35,63000000.0,37023395.0,David Fincher,Brad Pitt,Meat Loaf,Eugenie Bondurant,21000,11000,783,637.0,13209,48000,2,1347461,2968,315.0,8.8
1229,Flawless ,1999,Comedy|Crime|Drama,English,USA,R,112,1.85,15000000.0,4485485.0,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Chris Bauer,541,22000,22000,638.0,46022,0,1,14612,105,78.0,6.4
1230,Foolish ,1999,Comedy|Drama,English,USA,R,84,,2000000.0,6026908.0,Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs,11,489,469,249.0,2196,43,0,536,13,16.0,4.3
1231,For Love of the Game ,1999,Drama|Romance|Sport,English,USA,PG-13,137,2.35,50000000.0,35168395.0,Sam Raimi,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,0,24000,743,432.0,25469,0,0,26034,226,113.0,6.5
1232,Galaxy Quest ,1999,Adventure|Comedy|Sci-Fi,English,USA,PG,102,2.35,45000000.0,71423726.0,Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,23,25000,724,436.0,26998,19000,3,123558,609,213.0,7.3
1233,Ghost Dog: The Way of the Samurai ,1999,Action|Crime|Drama|Thriller,English,France,R,116,1.85,,3300230.0,Jim Jarmusch,Henry Silva,Gano Grills,Richard Portnow,0,251,147,116.0,675,0,1,70084,346,167.0,7.5
1234,"Girl, Interrupted ",1999,Biography|Drama,English,USA,R,127,1.85,24000000.0,28871190.0,James Mangold,Angelina Jolie Pitt,Clea DuVall,Vanessa Redgrave,446,11000,1000,898.0,13433,0,0,125421,385,133.0,7.3
1235,Go ,1999,Comedy|Crime,English,USA,R,102,2.35,6500000.0,16842303.0,Doug Liman,Sarah Polley,Jay Mohr,Scott Wolf,218,900,563,376.0,2475,0,3,59474,418,137.0,7.3
1236,Godzilla 2000 ,1999,Action|Adventure|Drama|Sci-Fi|Thriller,Japanese,Japan,PG,99,2.35,1000000000.0,10037390.0,Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura,2,43,3,3.0,53,339,0,5442,140,107.0,6.0
1237,"Happy, Texas ",1999,Comedy|Crime|Romance,English,USA,PG-13,98,1.85,1700000.0,1943649.0,Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,3,349,347,327.0,2095,374,3,8697,122,77.0,6.3
1238,Held Up ,1999,Comedy,English,USA,PG-13,89,1.85,8000000.0,4692814.0,Steve Rash,Barry Corbin,Nia Long,Jake Busey,15,883,826,660.0,3291,77,2,2870,34,11.0,5.1
1239,House on Haunted Hill ,1999,Horror|Mystery|Thriller,English,USA,R,93,1.37,19000000.0,40846082.0,William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,37,885,828,545.0,2872,0,0,45317,536,147.0,5.6
1240,Human Traffic ,1999,Comedy|Music,English,UK,R,99,1.85,2200000.0,104257.0,Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,8,798,472,78.0,1430,0,2,19194,160,47.0,7.1
1241,Idle Hands ,1999,Comedy|Fantasy|Horror|Thriller,English,USA,R,92,1.85,20000000.0,4002955.0,Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,6,890,729,577.0,3654,0,0,33745,198,59.0,6.2
1242,In Dreams ,1999,Drama|Fantasy|Thriller,English,USA,R,100,1.85,30000000.0,11900000.0,Neil Jordan,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,277,21000,767,210.0,22006,654,0,11003,148,62.0,5.5
1243,In Too Deep ,1999,Crime|Drama|Thriller,English,USA,R,95,2.35,7000000.0,14003141.0,Michael Rymer,LL Cool J,Omar Epps,Nia Long,48,1000,865,826.0,4837,375,1,4598,29,28.0,6.1
1244,Inspector Gadget ,1999,Action|Adventure|Comedy|Family|Sci-Fi,English,USA,PG,110,1.85,75000000.0,97360069.0,David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,16,2000,710,692.0,5320,509,0,36491,231,70.0,4.1
1245,Instinct ,1999,Drama|Thriller,English,USA,R,126,2.35,55000000.0,34098563.0,Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton,226,12000,509,241.0,13406,0,1,27191,232,100.0,6.5
1246,Jakob the Liar ,1999,Drama|War,English,France,PG-13,120,1.85,15000000.0,4956401.0,Peter Kassovitz,Robin Williams,Mark Margolis,Michael Jeter,0,49000,1000,693.0,51657,0,2,12601,89,68.0,6.5
1247,Jawbreaker ,1999,Comedy|Crime|Thriller,English,USA,R,87,1.85,3500000.0,3071947.0,Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,18,3000,2000,844.0,9555,0,3,18711,183,49.0,5.4
1248,Jesus' Son ,1999,Drama,English,USA,R,107,2.35,2500000.0,1282084.0,Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber,7,745,631,442.0,2125,500,1,6221,87,74.0,7.0
1249,Just Looking ,1999,Comedy|Drama,English,USA,R,97,1.85,3000000.0,39852.0,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,700,599,325,56.0,1030,117,1,1238,25,20.0,6.7
1250,Lake Placid ,1999,Action|Comedy|Horror,English,USA,R,82,2.35,27000000.0,31768374.0,Steve Miner,Oliver Platt,Bridget Fonda,Ty Olsson,49,1000,888,429.0,3313,2000,0,42761,366,152.0,5.6
1251,Light It Up ,1999,Drama|Thriller,English,USA,R,99,1.85,13000000.0,5871603.0,Craig Bolotin,Rosario Dawson,Vanessa Williams,Robert Ri'chard,7,3000,1000,730.0,6485,251,3,3116,39,39.0,6.0
1252,Limbo ,1999,Adventure|Drama|Thriller,English,USA,R,126,1.85,8000000.0,1997807.0,John Sayles,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez,407,638,107,39.0,823,196,0,5158,140,46.0,7.1
1253,Love Stinks ,1999,Comedy,English,USA,R,94,1.85,4000000.0,2800000.0,Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,24,834,625,545.0,2662,309,3,4377,85,45.0,5.8
1254,Magnolia ,1999,Drama,English,USA,R,188,2.35,37000000.0,22450975.0,Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen,0,786,625,272.0,1906,13000,1,241030,1437,224.0,8.0
1255,Man on the Moon ,1999,Biography|Comedy|Drama,English,UK,R,118,2.35,52000000.0,34580635.0,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,869,134,27,21.0,209,0,1,100743,549,140.0,7.4
1256,Message in a Bottle ,1999,Drama|Romance,English,USA,PG-13,131,2.35,55000000.0,52799004.0,Luis Mandoki,Robin Wright,John Savage,Raphael Sbarge,43,18000,652,362.0,19815,0,0,28942,223,85.0,6.1
1257,Mickey Blue Eyes ,1999,Comedy|Crime|Romance,English,UK,PG-13,102,1.85,40000000.0,33864342.0,Kelly Makin,Jeanne Tripplehorn,Burt Young,Vincent Pastore,6,711,683,584.0,2913,445,1,29968,117,90.0,5.8
1258,Molly ,1999,Comedy|Drama|Romance,English,USA,PG-13,102,1.85,21000000.0,15593.0,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,18,670,419,186.0,1562,284,1,2295,40,16.0,5.8
1259,Mumford ,1999,Comedy|Drama,English,USA,R,112,2.35,28000000.0,4554569.0,Lawrence Kasdan,Zooey Deschanel,Alfre Woodard,Mary McDonnell,759,11000,1000,933.0,17873,209,4,8134,123,65.0,6.9
1260,Muppets from Space ,1999,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,English,USA,G,87,1.85,24000000.0,16290976.0,Tim Hill,Josh Charles,F. Murray Abraham,David Arquette,25,1000,670,611.0,3243,619,0,14637,100,70.0,6.2
1261,My Favorite Martian ,1999,Comedy|Family|Sci-Fi,English,USA,PG,94,1.85,65000000.0,36830057.0,Donald Petrie,Steven Anthony Lawrence,Ray Walston,Michael Lerner,80,1000,417,230.0,2151,448,2,10883,73,49.0,4.9
